id_turma;discente;id_curso;unidade;nota;reposicao;faltas_unidade;media_final;numero_total_faltas;descricao
MATEMÁTICA ELEMENTAR;ec7a99ba06ae02daf94d4742c22ef2f5;TECNOLOGIA DA INFORMAÇÃO;1;1,8;false;0;1,6;20;REPROVADO POR MÉDIA E POR FALTAS
MATEMÁTICA ELEMENTAR;ec7a99ba06ae02daf94d4742c22ef2f5;TECNOLOGIA DA INFORMAÇÃO;2;2,4;false;0;1,6;20;REPROVADO POR MÉDIA E POR FALTAS
MATEMÁTICA ELEMENTAR;ec7a99ba06ae02daf94d4742c22ef2f5;TECNOLOGIA DA INFORMAÇÃO;3;0,6;false;0;1,6;20;REPROVADO POR MÉDIA E POR FALTAS
MATEMÁTICA ELEMENTAR;4800eb863c308e8ac35125169ec88a88;TECNOLOGIA DA INFORMAÇÃO;1;0,8;false;0;0,8;22;REPROVADO POR MÉDIA E POR FALTAS
MATEMÁTICA ELEMENTAR;4800eb863c308e8ac35125169ec88a88;TECNOLOGIA DA INFORMAÇÃO;2;1,5;false;0;0,8;22;REPROVADO POR MÉDIA E POR FALTAS
MATEMÁTICA ELEMENTAR;4800eb863c308e8ac35125169ec88a88;TECNOLOGIA DA INFORMAÇÃO;3;0,0;false;0;0,8;22;REPROVADO POR MÉDIA E POR FALTAS
MATEMÁTICA ELEMENTAR;6ffb6b58a8537db8dbfb844e77dc38e5;TECNOLOGIA DA INFORMAÇÃO;1;5,1;false;0;4,3;14;REPROVADO
MATEMÁTICA ELEMENTAR;6ffb6b58a8537db8dbfb844e77dc38e5;TECNOLOGIA DA INFORMAÇÃO;2;3,5;false;0;4,3;14;REPROVADO
MATEMÁTICA ELEMENTAR;6ffb6b58a8537db8dbfb844e77dc38e5;TECNOLOGIA DA INFORMAÇÃO;3;1,4;true;0;4,3;14;REPROVADO
MATEMÁTICA ELEMENTAR;30d3832bf7d838b183353e3494051ead;TECNOLOGIA DA INFORMAÇÃO;1;3,1;false;0;5,0;0;APROVADO POR NOTA
MATEMÁTICA ELEMENTAR;30d3832bf7d838b183353e3494051ead;TECNOLOGIA DA INFORMAÇÃO;2;7,0;false;0;5,0;0;APROVADO POR NOTA
MATEMÁTICA ELEMENTAR;30d3832bf7d838b183353e3494051ead;TECNOLOGIA DA INFORMAÇÃO;3;5,0;false;0;5,0;0;APROVADO POR NOTA
MATEMÁTICA ELEMENTAR;3c71f2232670e50223dbba04eda3e2ab;TECNOLOGIA DA INFORMAÇÃO;1;2,0;false;0;2,6;16;REPROVADO
MATEMÁTICA ELEMENTAR;3c71f2232670e50223dbba04eda3e2ab;TECNOLOGIA DA INFORMAÇÃO;2;4,5;false;0;2,6;16;REPROVADO
MATEMÁTICA ELEMENTAR;3c71f2232670e50223dbba04eda3e2ab;TECNOLOGIA DA INFORMAÇÃO;3;1,4;false;0;2,6;16;REPROVADO
MATEMÁTICA ELEMENTAR;89b3982bd7327c54d231833c037622a7;TECNOLOGIA DA INFORMAÇÃO;1;5,2;false;0;5,8;6;APROVADO POR NOTA
MATEMÁTICA ELEMENTAR;89b3982bd7327c54d231833c037622a7;TECNOLOGIA DA INFORMAÇÃO;2;7,3;false;0;5,8;6;APROVADO POR NOTA
MATEMÁTICA ELEMENTAR;89b3982bd7327c54d231833c037622a7;TECNOLOGIA DA INFORMAÇÃO;3;5,0;false;0;5,8;6;APROVADO POR NOTA
MATEMÁTICA ELEMENTAR;ee231e27703a1b6ba1ac48a7f93b3877;TECNOLOGIA DA INFORMAÇÃO;1;4,9;false;0;5,6;10;APROVADO POR NOTA
MATEMÁTICA ELEMENTAR;ee231e27703a1b6ba1ac48a7f93b3877;TECNOLOGIA DA INFORMAÇÃO;2;5,5;false;0;5,6;10;APROVADO POR NOTA
MATEMÁTICA ELEMENTAR;ee231e27703a1b6ba1ac48a7f93b3877;TECNOLOGIA DA INFORMAÇÃO;3;6,4;false;0;5,6;10;APROVADO POR NOTA
MATEMÁTICA ELEMENTAR;58762ff0f18096505684f11fedee6e9e;TECNOLOGIA DA INFORMAÇÃO;1;0,5;false;0;0,2;52;REPROVADO POR MÉDIA E POR FALTAS
MATEMÁTICA ELEMENTAR;58762ff0f18096505684f11fedee6e9e;TECNOLOGIA DA INFORMAÇÃO;2;0,0;false;0;0,2;52;REPROVADO POR MÉDIA E POR FALTAS
MATEMÁTICA ELEMENTAR;58762ff0f18096505684f11fedee6e9e;TECNOLOGIA DA INFORMAÇÃO;3;0,0;false;0;0,2;52;REPROVADO POR MÉDIA E POR FALTAS
MATEMÁTICA ELEMENTAR;809c1c530dff8d1a2010e8a060e793c0;TECNOLOGIA DA INFORMAÇÃO;1;3,0;true;0;3,9;6;REPROVADO
MATEMÁTICA ELEMENTAR;809c1c530dff8d1a2010e8a060e793c0;TECNOLOGIA DA INFORMAÇÃO;2;3,9;false;0;3,9;6;REPROVADO
MATEMÁTICA ELEMENTAR;809c1c530dff8d1a2010e8a060e793c0;TECNOLOGIA DA INFORMAÇÃO;3;3,9;false;0;3,9;6;REPROVADO
